,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71
33,G6 #33 D14,G6 #33 D14,G6 #33 D14,G6 #33 D14,G6 #33 D14,G6 #33 D14,G6 #33 D14,G6 #33 D14,G6 #33 D14,G6 #33 D14,G6 #33 D14,G6 #33 D14,S310,S310,S310,S310,S310,S310,S310,S310,S310,S310,S310,S310,G7 #51 D14,G7 #51 D14,G7 #51 D14,G7 #51 D14,G7 #51 D14,G7 #51 D14,G7 #51 D14,G7 #51 D14,G7 #51 D14,G7 #51 D14,G7 #51 D14,G7 #51 D14,S358,S358,S358,S358,S358,S358,S358,S358,S358,S358,S358,S358,G6 #33 D28,G6 #33 D28,G6 #33 D28,G6 #33 D28,G6 #33 D28,G6 #33 D28,G6 #33 D28,G6 #33 D28,G6 #33 D28,G6 #33 D28,G6 #33 D28,G6 #33 D28,S311,S311,S311,S311,S311,S311,S311,S311,S311,S311,S311,S311
34,G7 #51 D28,G7 #51 D28,G7 #51 D28,G7 #51 D28,G7 #51 D28,G7 #51 D28,G7 #51 D28,G7 #51 D28,G7 #51 D28,G7 #51 D28,G7 #51 D28,G7 #51 D28,S359,S359,S359,S359,S359,S359,S359,S359,S359,S359,S359,S359,G6 #33 D35,G6 #33 D35,G6 #33 D35,G6 #33 D35,G6 #33 D35,G6 #33 D35,G6 #33 D35,G6 #33 D35,G6 #33 D35,G6 #33 D35,G6 #33 D35,G6 #33 D35,S312,S312,S312,S312,S312,S312,S312,S312,S312,S312,S312,S312,G7 #51 D35,G7 #51 D35,G7 #51 D35,G7 #51 D35,G7 #51 D35,G7 #51 D35,G7 #51 D35,G7 #51 D35,G7 #51 D35,G7 #51 D35,G7 #51 D35,G7 #51 D35,S360,S360,S360,S360,S360,S360,S360,S360,S360,S360,S360,S360
35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,G2 #81 D2,G2 #81 D2,G2 #81 D2,G2 #81 D2,G2 #81 D2,G2 #81 D2,G2 #81 D2,G2 #81 D2,G2 #81 D2,G2 #81 D2,G2 #81 D2,G2 #81 D2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,G2 #81 D4,G2 #81 D4,G2 #81 D4,G2 #81 D4,G2 #81 D4,G2 #81 D4,G2 #81 D4,G2 #81 D4,G2 #81 D4,G2 #81 D4,G2 #81 D4,G2 #81 D4
37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,G2 #81 D7,G2 #81 D7,G2 #81 D7,G2 #81 D7,G2 #81 D7,G2 #81 D7,G2 #81 D7,G2 #81 D7,G2 #81 D7,G2 #81 D7,G2 #81 D7,G2 #81 D7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,G2 #81 D14,G2 #81 D14,G2 #81 D14,G2 #81 D14,G2 #81 D14,G2 #81 D14,G2 #81 D14,G2 #81 D14,G2 #81 D14,G2 #81 D14,G2 #81 D14,G2 #81 D14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,G2 #81 D28,G2 #81 D28,G2 #81 D28,G2 #81 D28,G2 #81 D28,G2 #81 D28,G2 #81 D28,G2 #81 D28,G2 #81 D28,G2 #81 D28,G2 #81 D28,G2 #81 D28
39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,G2 #81 D35,G2 #81 D35,G2 #81 D35,G2 #81 D35,G2 #81 D35,G2 #81 D35,G2 #81 D35,G2 #81 D35,G2 #81 D35,G2 #81 D35,G2 #81 D35,G2 #81 D35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,G3 #30 D2,G3 #30 D2,G3 #30 D2,G3 #30 D2,G3 #30 D2,G3 #30 D2,G3 #30 D2,G3 #30 D2,G3 #30 D2,G3 #30 D2,G3 #30 D2,G3 #30 D2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G3 #30 D4,G3 #30 D4,G3 #30 D4,G3 #30 D4,G3 #30 D4,G3 #30 D4,G3 #30 D4,G3 #30 D4,G3 #30 D4,G3 #30 D4,G3 #30 D4,G3 #30 D4
41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G3 #30 D7,G3 #30 D7,G3 #30 D7,G3 #30 D7,G3 #30 D7,G3 #30 D7,G3 #30 D7,G3 #30 D7,G3 #30 D7,G3 #30 D7,G3 #30 D7,G3 #30 D7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,0,0,0,0,0,0,0,0,0,0,0,0,G3 #30 D14,G3 #30 D14,G3 #30 D14,G3 #30 D14,G3 #30 D14,G3 #30 D14,G3 #30 D14,G3 #30 D14,G3 #30 D14,G3 #30 D14,G3 #30 D14,G3 #30 D14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G3 #30 D28,G3 #30 D28,G3 #30 D28,G3 #30 D28,G3 #30 D28,G3 #30 D28,G3 #30 D28,G3 #30 D28,G3 #30 D28,G3 #30 D28,G3 #30 D28,G3 #30 D28
43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G3 #30 D35,G3 #30 D35,G3 #30 D35,G3 #30 D35,G3 #30 D35,G3 #30 D35,G3 #30 D35,G3 #30 D35,G3 #30 D35,G3 #30 D35,G3 #30 D35,G3 #30 D35,NTC,NTC,NTC,NTC,NTC,NTC,NTC,NTC,NTC,NTC,NTC,NTC,0,0,0,0,0,0,0,0,0,0,0,0
44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,G5 #5 D0,G5 #5 D0,G5 #5 D0,G5 #5 D0,G5 #5 D0,G5 #5 D0,G5 #5 D0,G5 #5 D0,G5 #5 D0,G5 #5 D0,G5 #5 D0,G5 #5 D0,S313,S313,S313,S313,S313,S313,S313,S313,S313,S313,S313,S313,G1 #73 D2,G1 #73 D2,G1 #73 D2,G1 #73 D2,G1 #73 D2,G1 #73 D2,G1 #73 D2,G1 #73 D2,G1 #73 D2,G1 #73 D2,G1 #73 D2,G1 #73 D2,S361,S361,S361,S361,S361,S361,S361,S361,S361,S361,S361,S361,G5 #17 D0,G5 #17 D0,G5 #17 D0,G5 #17 D0,G5 #17 D0,G5 #17 D0,G5 #17 D0,G5 #17 D0,G5 #17 D0,G5 #17 D0,G5 #17 D0,G5 #17 D0,S314,S314,S314,S314,S314,S314,S314,S314,S314,S314,S314,S314
46,G1 #73 D4,G1 #73 D4,G1 #73 D4,G1 #73 D4,G1 #73 D4,G1 #73 D4,G1 #73 D4,G1 #73 D4,G1 #73 D4,G1 #73 D4,G1 #73 D4,G1 #73 D4,S362,S362,S362,S362,S362,S362,S362,S362,S362,S362,S362,S362,G5 #59 D0,G5 #59 D0,G5 #59 D0,G5 #59 D0,G5 #59 D0,G5 #59 D0,G5 #59 D0,G5 #59 D0,G5 #59 D0,G5 #59 D0,G5 #59 D0,G5 #59 D0,S315,S315,S315,S315,S315,S315,S315,S315,S315,S315,S315,S315,G1 #73 D7,G1 #73 D7,G1 #73 D7,G1 #73 D7,G1 #73 D7,G1 #73 D7,G1 #73 D7,G1 #73 D7,G1 #73 D7,G1 #73 D7,G1 #73 D7,G1 #73 D7,S363,S363,S363,S363,S363,S363,S363,S363,S363,S363,S363,S363
47,G6 #12 D0,G6 #12 D0,G6 #12 D0,G6 #12 D0,G6 #12 D0,G6 #12 D0,G6 #12 D0,G6 #12 D0,G6 #12 D0,G6 #12 D0,G6 #12 D0,G6 #12 D0,S316,S316,S316,S316,S316,S316,S316,S316,S316,S316,S316,S316,G1 #73 D14,G1 #73 D14,G1 #73 D14,G1 #73 D14,G1 #73 D14,G1 #73 D14,G1 #73 D14,G1 #73 D14,G1 #73 D14,G1 #73 D14,G1 #73 D14,G1 #73 D14,S364,S364,S364,S364,S364,S364,S364,S364,S364,S364,S364,S364,G6 #33 D0,G6 #33 D0,G6 #33 D0,G6 #33 D0,G6 #33 D0,G6 #33 D0,G6 #33 D0,G6 #33 D0,G6 #33 D0,G6 #33 D0,G6 #33 D0,G6 #33 D0,S317,S317,S317,S317,S317,S317,S317,S317,S317,S317,S317,S317
48,G1 #73 D28,G1 #73 D28,G1 #73 D28,G1 #73 D28,G1 #73 D28,G1 #73 D28,G1 #73 D28,G1 #73 D28,G1 #73 D28,G1 #73 D28,G1 #73 D28,G1 #73 D28,S365,S365,S365,S365,S365,S365,S365,S365,S365,S365,S365,S365,G6 #47 D0,G6 #47 D0,G6 #47 D0,G6 #47 D0,G6 #47 D0,G6 #47 D0,G6 #47 D0,G6 #47 D0,G6 #47 D0,G6 #47 D0,G6 #47 D0,G6 #47 D0,S318,S318,S318,S318,S318,S318,S318,S318,S318,S318,S318,S318,G1 #73 D35,G1 #73 D35,G1 #73 D35,G1 #73 D35,G1 #73 D35,G1 #73 D35,G1 #73 D35,G1 #73 D35,G1 #73 D35,G1 #73 D35,G1 #73 D35,G1 #73 D35,S366,S366,S366,S366,S366,S366,S366,S366,S366,S366,S366,S366
49,G6 #47 D2,G6 #47 D2,G6 #47 D2,G6 #47 D2,G6 #47 D2,G6 #47 D2,G6 #47 D2,G6 #47 D2,G6 #47 D2,G6 #47 D2,G6 #47 D2,G6 #47 D2,S319,S319,S319,S319,S319,S319,S319,S319,S319,S319,S319,S319,0,0,0,0,0,0,0,0,0,0,0,0,S367,S367,S367,S367,S367,S367,S367,S367,S367,S367,S367,S367,G6 #47 D4,G6 #47 D4,G6 #47 D4,G6 #47 D4,G6 #47 D4,G6 #47 D4,G6 #47 D4,G6 #47 D4,G6 #47 D4,G6 #47 D4,G6 #47 D4,G6 #47 D4,S320,S320,S320,S320,S320,S320,S320,S320,S320,S320,S320,S320
50,0,0,0,0,0,0,0,0,0,0,0,0,S368,S368,S368,S368,S368,S368,S368,S368,S368,S368,S368,S368,G6 #47 D7,G6 #47 D7,G6 #47 D7,G6 #47 D7,G6 #47 D7,G6 #47 D7,G6 #47 D7,G6 #47 D7,G6 #47 D7,G6 #47 D7,G6 #47 D7,G6 #47 D7,S321,S321,S321,S321,S321,S321,S321,S321,S321,S321,S321,S321,0,0,0,0,0,0,0,0,0,0,0,0,S369,S369,S369,S369,S369,S369,S369,S369,S369,S369,S369,S369
51,G6 #47 D14,G6 #47 D14,G6 #47 D14,G6 #47 D14,G6 #47 D14,G6 #47 D14,G6 #47 D14,G6 #47 D14,G6 #47 D14,G6 #47 D14,G6 #47 D14,G6 #47 D14,S322,S322,S322,S322,S322,S322,S322,S322,S322,S322,S322,S322,0,0,0,0,0,0,0,0,0,0,0,0,S370,S370,S370,S370,S370,S370,S370,S370,S370,S370,S370,S370,G6 #47 D28,G6 #47 D28,G6 #47 D28,G6 #47 D28,G6 #47 D28,G6 #47 D28,G6 #47 D28,G6 #47 D28,G6 #47 D28,G6 #47 D28,G6 #47 D28,G6 #47 D28,S323,S323,S323,S323,S323,S323,S323,S323,S323,S323,S323,S323
52,0,0,0,0,0,0,0,0,0,0,0,0,S371,S371,S371,S371,S371,S371,S371,S371,S371,S371,S371,S371,G6 #47 D35,G6 #47 D35,G6 #47 D35,G6 #47 D35,G6 #47 D35,G6 #47 D35,G6 #47 D35,G6 #47 D35,G6 #47 D35,G6 #47 D35,G6 #47 D35,G6 #47 D35,S324,S324,S324,S324,S324,S324,S324,S324,S324,S324,S324,S324,0,0,0,0,0,0,0,0,0,0,0,0,S372,S372,S372,S372,S372,S372,S372,S372,S372,S372,S372,S372
53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,G4 #7 D2,G4 #7 D2,G4 #7 D2,G4 #7 D2,G4 #7 D2,G4 #7 D2,G4 #7 D2,G4 #7 D2,G4 #7 D2,G4 #7 D2,G4 #7 D2,G4 #7 D2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,G4 #7 D4,G4 #7 D4,G4 #7 D4,G4 #7 D4,G4 #7 D4,G4 #7 D4,G4 #7 D4,G4 #7 D4,G4 #7 D4,G4 #7 D4,G4 #7 D4,G4 #7 D4
55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,G4 #7 D7,G4 #7 D7,G4 #7 D7,G4 #7 D7,G4 #7 D7,G4 #7 D7,G4 #7 D7,G4 #7 D7,G4 #7 D7,G4 #7 D7,G4 #7 D7,G4 #7 D7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,G4 #7 D14,G4 #7 D14,G4 #7 D14,G4 #7 D14,G4 #7 D14,G4 #7 D14,G4 #7 D14,G4 #7 D14,G4 #7 D14,G4 #7 D14,G4 #7 D14,G4 #7 D14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,G4 #7 D28,G4 #7 D28,G4 #7 D28,G4 #7 D28,G4 #7 D28,G4 #7 D28,G4 #7 D28,G4 #7 D28,G4 #7 D28,G4 #7 D28,G4 #7 D28,G4 #7 D28
57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,G4 #7 D35,G4 #7 D35,G4 #7 D35,G4 #7 D35,G4 #7 D35,G4 #7 D35,G4 #7 D35,G4 #7 D35,G4 #7 D35,G4 #7 D35,G4 #7 D35,G4 #7 D35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,G5 #5 D2,G5 #5 D2,G5 #5 D2,G5 #5 D2,G5 #5 D2,G5 #5 D2,G5 #5 D2,G5 #5 D2,G5 #5 D2,G5 #5 D2,G5 #5 D2,G5 #5 D2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G5 #5 D4,G5 #5 D4,G5 #5 D4,G5 #5 D4,G5 #5 D4,G5 #5 D4,G5 #5 D4,G5 #5 D4,G5 #5 D4,G5 #5 D4,G5 #5 D4,G5 #5 D4
59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G5 #5 D7,G5 #5 D7,G5 #5 D7,G5 #5 D7,G5 #5 D7,G5 #5 D7,G5 #5 D7,G5 #5 D7,G5 #5 D7,G5 #5 D7,G5 #5 D7,G5 #5 D7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,0,0,0,0,0,0,0,0,0,0,0,0,G5 #5 D14,G5 #5 D14,G5 #5 D14,G5 #5 D14,G5 #5 D14,G5 #5 D14,G5 #5 D14,G5 #5 D14,G5 #5 D14,G5 #5 D14,G5 #5 D14,G5 #5 D14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G5 #5 D28,G5 #5 D28,G5 #5 D28,G5 #5 D28,G5 #5 D28,G5 #5 D28,G5 #5 D28,G5 #5 D28,G5 #5 D28,G5 #5 D28,G5 #5 D28,G5 #5 D28
61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G5 #5 D35,G5 #5 D35,G5 #5 D35,G5 #5 D35,G5 #5 D35,G5 #5 D35,G5 #5 D35,G5 #5 D35,G5 #5 D35,G5 #5 D35,G5 #5 D35,G5 #5 D35,NEC,NEC,NEC,NEC,NEC,NEC,NEC,NEC,NEC,NEC,NEC,NEC,0,0,0,0,0,0,0,0,0,0,0,0
62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,G7 #6 D0,G7 #6 D0,G7 #6 D0,G7 #6 D0,G7 #6 D0,G7 #6 D0,G7 #6 D0,G7 #6 D0,G7 #6 D0,G7 #6 D0,G7 #6 D0,G7 #6 D0,S325,S325,S325,S325,S325,S325,S325,S325,S325,S325,S325,S325,0,0,0,0,0,0,0,0,0,0,0,0,S373,S373,S373,S373,S373,S373,S373,S373,S373,S373,S373,S373,G7 #22 D0,G7 #22 D0,G7 #22 D0,G7 #22 D0,G7 #22 D0,G7 #22 D0,G7 #22 D0,G7 #22 D0,G7 #22 D0,G7 #22 D0,G7 #22 D0,G7 #22 D0,S326,S326,S326,S326,S326,S326,S326,S326,S326,S326,S326,S326
64,0,0,0,0,0,0,0,0,0,0,0,0,S374,S374,S374,S374,S374,S374,S374,S374,S374,S374,S374,S374,G7 #51 D0,G7 #51 D0,G7 #51 D0,G7 #51 D0,G7 #51 D0,G7 #51 D0,G7 #51 D0,G7 #51 D0,G7 #51 D0,G7 #51 D0,G7 #51 D0,G7 #51 D0,S327,S327,S327,S327,S327,S327,S327,S327,S327,S327,S327,S327,0,0,0,0,0,0,0,0,0,0,0,0,S375,S375,S375,S375,S375,S375,S375,S375,S375,S375,S375,S375
65,0,0,0,0,0,0,0,0,0,0,0,0,S328,S328,S328,S328,S328,S328,S328,S328,S328,S328,S328,S328,0,0,0,0,0,0,0,0,0,0,0,0,S376,S376,S376,S376,S376,S376,S376,S376,S376,S376,S376,S376,0,0,0,0,0,0,0,0,0,0,0,0,S329,S329,S329,S329,S329,S329,S329,S329,S329,S329,S329,S329
66,0,0,0,0,0,0,0,0,0,0,0,0,S377,S377,S377,S377,S377,S377,S377,S377,S377,S377,S377,S377,0,0,0,0,0,0,0,0,0,0,0,0,S330,S330,S330,S330,S330,S330,S330,S330,S330,S330,S330,S330,0,0,0,0,0,0,0,0,0,0,0,0,S378,S378,S378,S378,S378,S378,S378,S378,S378,S378,S378,S378
67,G7 #6 D2,G7 #6 D2,G7 #6 D2,G7 #6 D2,G7 #6 D2,G7 #6 D2,G7 #6 D2,G7 #6 D2,G7 #6 D2,G7 #6 D2,G7 #6 D2,G7 #6 D2,S331,S331,S331,S331,S331,S331,S331,S331,S331,S331,S331,S331,0,0,0,0,0,0,0,0,0,0,0,0,S379,S379,S379,S379,S379,S379,S379,S379,S379,S379,S379,S379,G7 #6 D4,G7 #6 D4,G7 #6 D4,G7 #6 D4,G7 #6 D4,G7 #6 D4,G7 #6 D4,G7 #6 D4,G7 #6 D4,G7 #6 D4,G7 #6 D4,G7 #6 D4,S332,S332,S332,S332,S332,S332,S332,S332,S332,S332,S332,S332
68,0,0,0,0,0,0,0,0,0,0,0,0,S380,S380,S380,S380,S380,S380,S380,S380,S380,S380,S380,S380,G7 #6 D7,G7 #6 D7,G7 #6 D7,G7 #6 D7,G7 #6 D7,G7 #6 D7,G7 #6 D7,G7 #6 D7,G7 #6 D7,G7 #6 D7,G7 #6 D7,G7 #6 D7,S333,S333,S333,S333,S333,S333,S333,S333,S333,S333,S333,S333,0,0,0,0,0,0,0,0,0,0,0,0,S381,S381,S381,S381,S381,S381,S381,S381,S381,S381,S381,S381
69,G7 #6 D14,G7 #6 D14,G7 #6 D14,G7 #6 D14,G7 #6 D14,G7 #6 D14,G7 #6 D14,G7 #6 D14,G7 #6 D14,G7 #6 D14,G7 #6 D14,G7 #6 D14,S334,S334,S334,S334,S334,S334,S334,S334,S334,S334,S334,S334,0,0,0,0,0,0,0,0,0,0,0,0,S382,S382,S382,S382,S382,S382,S382,S382,S382,S382,S382,S382,G7 #6 D28,G7 #6 D28,G7 #6 D28,G7 #6 D28,G7 #6 D28,G7 #6 D28,G7 #6 D28,G7 #6 D28,G7 #6 D28,G7 #6 D28,G7 #6 D28,G7 #6 D28,S335,S335,S335,S335,S335,S335,S335,S335,S335,S335,S335,S335
70,0,0,0,0,0,0,0,0,0,0,0,0,S383,S383,S383,S383,S383,S383,S383,S383,S383,S383,S383,S383,G7 #22 D35,G7 #22 D35,G7 #22 D35,G7 #22 D35,G7 #22 D35,G7 #22 D35,G7 #22 D35,G7 #22 D35,G7 #22 D35,G7 #22 D35,G7 #22 D35,G7 #22 D35,S336,S336,S336,S336,S336,S336,S336,S336,S336,S336,S336,S336,0,0,0,0,0,0,0,0,0,0,0,0,S384,S384,S384,S384,S384,S384,S384,S384,S384,S384,S384,S384
