,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71
10,PBS,PBS,PBS,PBS,PBS,PBS,PBS,PBS,PBS,PBS,PBS,PBS,NFW,NFW,NFW,NFW,NFW,NFW,NFW,NFW,NFW,NFW,NFW,NFW,PBS,PBS,PBS,PBS,PBS,PBS,PBS,PBS,PBS,PBS,PBS,PBS,NFW,NFW,NFW,NFW,NFW,NFW,NFW,NFW,NFW,NFW,NFW,NFW,PBS,PBS,PBS,PBS,PBS,PBS,PBS,PBS,PBS,PBS,PBS,PBS,NFW,NFW,NFW,NFW,NFW,NFW,NFW,NFW,NFW,NFW,NFW,NFW
11,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample
12,PBS,PBS,PBS,PBS,PBS,PBS,PBS,PBS,PBS,PBS,PBS,PBS,NFW,NFW,NFW,NFW,NFW,NFW,NFW,NFW,NFW,NFW,NFW,NFW,PBS,PBS,PBS,PBS,PBS,PBS,PBS,PBS,PBS,PBS,PBS,PBS,NFW,NFW,NFW,NFW,NFW,NFW,NFW,NFW,NFW,NFW,NFW,NFW,PBS,PBS,PBS,PBS,PBS,PBS,PBS,PBS,PBS,PBS,PBS,PBS,NFW,NFW,NFW,NFW,NFW,NFW,NFW,NFW,NFW,NFW,NFW,NFW
13,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample
14,PBS,PBS,PBS,PBS,PBS,PBS,PBS,PBS,PBS,PBS,PBS,PBS,NFW,NFW,NFW,NFW,NFW,NFW,NFW,NFW,NFW,NFW,NFW,NFW,PBS,PBS,PBS,PBS,PBS,PBS,PBS,PBS,PBS,PBS,PBS,PBS,NFW,NFW,NFW,NFW,NFW,NFW,NFW,NFW,NFW,NFW,NFW,NFW,PBS,PBS,PBS,PBS,PBS,PBS,PBS,PBS,PBS,PBS,PBS,PBS,NFW,NFW,NFW,NFW,NFW,NFW,NFW,NFW,NFW,NFW,NFW,NFW
15,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample
16,PBS,PBS,PBS,PBS,PBS,PBS,PBS,PBS,PBS,PBS,PBS,PBS,NFW,NFW,NFW,NFW,NFW,NFW,NFW,NFW,NFW,NFW,NFW,NFW,PBS,PBS,PBS,PBS,PBS,PBS,PBS,PBS,PBS,PBS,PBS,PBS,NFW,NFW,NFW,NFW,NFW,NFW,NFW,NFW,NFW,NFW,NFW,NFW,PBS,PBS,PBS,PBS,PBS,PBS,PBS,PBS,PBS,PBS,PBS,PBS,NFW,NFW,NFW,NFW,NFW,NFW,NFW,NFW,NFW,NFW,NFW,NFW
17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample
19,TE,TE,TE,TE,TE,TE,TE,TE,TE,TE,TE,TE,Elution,Elution,Elution,Elution,Elution,Elution,Elution,Elution,Elution,Elution,Elution,Elution,TE,TE,TE,TE,TE,TE,TE,TE,TE,TE,TE,TE,Elution,Elution,Elution,Elution,Elution,Elution,Elution,Elution,Elution,Elution,Elution,Elution,TE,TE,TE,TE,TE,TE,TE,TE,TE,TE,TE,TE,Elution,Elution,Elution,Elution,Elution,Elution,Elution,Elution,Elution,Elution,Elution,Elution
20,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample
21,TE,TE,TE,TE,TE,TE,TE,TE,TE,TE,TE,TE,Elution,Elution,Elution,Elution,Elution,Elution,Elution,Elution,Elution,Elution,Elution,Elution,TE,TE,TE,TE,TE,TE,TE,TE,TE,TE,TE,TE,Elution,Elution,Elution,Elution,Elution,Elution,Elution,Elution,Elution,Elution,Elution,Elution,TE,TE,TE,TE,TE,TE,TE,TE,TE,TE,TE,TE,Elution,Elution,Elution,Elution,Elution,Elution,Elution,Elution,Elution,Elution,Elution,Elution
22,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample
23,TE,TE,TE,TE,TE,TE,TE,TE,TE,TE,TE,TE,Elution,Elution,Elution,Elution,Elution,Elution,Elution,Elution,Elution,Elution,Elution,Elution,TE,TE,TE,TE,TE,TE,TE,TE,TE,TE,TE,TE,Elution,Elution,Elution,Elution,Elution,Elution,Elution,Elution,Elution,Elution,Elution,Elution,TE,TE,TE,TE,TE,TE,TE,TE,TE,TE,TE,TE,Elution,Elution,Elution,Elution,Elution,Elution,Elution,Elution,Elution,Elution,Elution,Elution
24,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample
25,TE,TE,TE,TE,TE,TE,TE,TE,TE,TE,TE,TE,Elution,Elution,Elution,Elution,Elution,Elution,Elution,Elution,Elution,Elution,Elution,Elution,TE,TE,TE,TE,TE,TE,TE,TE,TE,TE,TE,TE,Elution,Elution,Elution,Elution,Elution,Elution,Elution,Elution,Elution,Elution,Elution,Elution,TE,TE,TE,TE,TE,TE,TE,TE,TE,TE,TE,TE,Elution,Elution,Elution,Elution,Elution,Elution,Elution,Elution,Elution,Elution,Elution,Elution
26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample
28,PBS,PBS,PBS,PBS,PBS,PBS,PBS,PBS,PBS,PBS,PBS,PBS,NFW,NFW,NFW,NFW,NFW,NFW,NFW,NFW,NFW,NFW,NFW,NFW,PBS,PBS,PBS,PBS,PBS,PBS,PBS,PBS,PBS,PBS,PBS,PBS,NFW,NFW,NFW,NFW,NFW,NFW,NFW,NFW,NFW,NFW,NFW,NFW,PBS,PBS,PBS,PBS,PBS,PBS,PBS,PBS,PBS,PBS,PBS,PBS,NFW,NFW,NFW,NFW,NFW,NFW,NFW,NFW,NFW,NFW,NFW,NFW
29,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample
30,PBS,PBS,PBS,PBS,PBS,PBS,PBS,PBS,PBS,PBS,PBS,PBS,NFW,NFW,NFW,NFW,NFW,NFW,NFW,NFW,NFW,NFW,NFW,NFW,PBS,PBS,PBS,PBS,PBS,PBS,PBS,PBS,PBS,PBS,PBS,PBS,NFW,NFW,NFW,NFW,NFW,NFW,NFW,NFW,NFW,NFW,NFW,NFW,PBS,PBS,PBS,PBS,PBS,PBS,PBS,PBS,PBS,PBS,PBS,PBS,NFW,NFW,NFW,NFW,NFW,NFW,NFW,NFW,NFW,NFW,NFW,NFW
31,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample
32,PBS,PBS,PBS,PBS,PBS,PBS,PBS,PBS,PBS,PBS,PBS,PBS,NFW,NFW,NFW,NFW,NFW,NFW,NFW,NFW,NFW,NFW,NFW,NFW,PBS,PBS,PBS,PBS,PBS,PBS,PBS,PBS,PBS,PBS,PBS,PBS,NFW,NFW,NFW,NFW,NFW,NFW,NFW,NFW,NFW,NFW,NFW,NFW,PBS,PBS,PBS,PBS,PBS,PBS,PBS,PBS,PBS,PBS,PBS,PBS,NFW,NFW,NFW,NFW,NFW,NFW,NFW,NFW,NFW,NFW,NFW,NFW
33,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample
34,PBS,PBS,PBS,PBS,PBS,PBS,PBS,PBS,PBS,PBS,PBS,PBS,NFW,NFW,NFW,NFW,NFW,NFW,NFW,NFW,NFW,NFW,NFW,NFW,PBS,PBS,PBS,PBS,PBS,PBS,PBS,PBS,PBS,PBS,PBS,PBS,NFW,NFW,NFW,NFW,NFW,NFW,NFW,NFW,NFW,NFW,NFW,NFW,PBS,PBS,PBS,PBS,PBS,PBS,PBS,PBS,PBS,PBS,PBS,PBS,NFW,NFW,NFW,NFW,NFW,NFW,NFW,NFW,NFW,NFW,NFW,NFW
35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample
37,TE,TE,TE,TE,TE,TE,TE,TE,TE,TE,TE,TE,Elution,Elution,Elution,Elution,Elution,Elution,Elution,Elution,Elution,Elution,Elution,Elution,TE,TE,TE,TE,TE,TE,TE,TE,TE,TE,TE,TE,Elution,Elution,Elution,Elution,Elution,Elution,Elution,Elution,Elution,Elution,Elution,Elution,TE,TE,TE,TE,TE,TE,TE,TE,TE,TE,TE,TE,Elution,Elution,Elution,Elution,Elution,Elution,Elution,Elution,Elution,Elution,Elution,Elution
38,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample
39,TE,TE,TE,TE,TE,TE,TE,TE,TE,TE,TE,TE,Elution,Elution,Elution,Elution,Elution,Elution,Elution,Elution,Elution,Elution,Elution,Elution,TE,TE,TE,TE,TE,TE,TE,TE,TE,TE,TE,TE,Elution,Elution,Elution,Elution,Elution,Elution,Elution,Elution,Elution,Elution,Elution,Elution,TE,TE,TE,TE,TE,TE,TE,TE,TE,TE,TE,TE,Elution,Elution,Elution,Elution,Elution,Elution,Elution,Elution,Elution,Elution,Elution,Elution
40,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample
41,TE,TE,TE,TE,TE,TE,TE,TE,TE,TE,TE,TE,Elution,Elution,Elution,Elution,Elution,Elution,Elution,Elution,Elution,Elution,Elution,Elution,TE,TE,TE,TE,TE,TE,TE,TE,TE,TE,TE,TE,Elution,Elution,Elution,Elution,Elution,Elution,Elution,Elution,Elution,Elution,Elution,Elution,TE,TE,TE,TE,TE,TE,TE,TE,TE,TE,TE,TE,Elution,Elution,Elution,Elution,Elution,Elution,Elution,Elution,Elution,Elution,Elution,Elution
42,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample
43,TE,TE,TE,TE,TE,TE,TE,TE,TE,TE,TE,TE,Elution,Elution,Elution,Elution,Elution,Elution,Elution,Elution,Elution,Elution,Elution,Elution,TE,TE,TE,TE,TE,TE,TE,TE,TE,TE,TE,TE,Elution,Elution,Elution,Elution,Elution,Elution,Elution,Elution,Elution,Elution,Elution,Elution,TE,TE,TE,TE,TE,TE,TE,TE,TE,TE,TE,TE,Elution,Elution,Elution,Elution,Elution,Elution,Elution,Elution,Elution,Elution,Elution,Elution
44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample
46,PBS,PBS,PBS,PBS,PBS,PBS,PBS,PBS,PBS,PBS,PBS,PBS,NFW,NFW,NFW,NFW,NFW,NFW,NFW,NFW,NFW,NFW,NFW,NFW,PBS,PBS,PBS,PBS,PBS,PBS,PBS,PBS,PBS,PBS,PBS,PBS,NFW,NFW,NFW,NFW,NFW,NFW,NFW,NFW,NFW,NFW,NFW,NFW,PBS,PBS,PBS,PBS,PBS,PBS,PBS,PBS,PBS,PBS,PBS,PBS,NFW,NFW,NFW,NFW,NFW,NFW,NFW,NFW,NFW,NFW,NFW,NFW
47,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample
48,PBS,PBS,PBS,PBS,PBS,PBS,PBS,PBS,PBS,PBS,PBS,PBS,NFW,NFW,NFW,NFW,NFW,NFW,NFW,NFW,NFW,NFW,NFW,NFW,PBS,PBS,PBS,PBS,PBS,PBS,PBS,PBS,PBS,PBS,PBS,PBS,NFW,NFW,NFW,NFW,NFW,NFW,NFW,NFW,NFW,NFW,NFW,NFW,PBS,PBS,PBS,PBS,PBS,PBS,PBS,PBS,PBS,PBS,PBS,PBS,NFW,NFW,NFW,NFW,NFW,NFW,NFW,NFW,NFW,NFW,NFW,NFW
49,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample
50,PBS,PBS,PBS,PBS,PBS,PBS,PBS,PBS,PBS,PBS,PBS,PBS,NFW,NFW,NFW,NFW,NFW,NFW,NFW,NFW,NFW,NFW,NFW,NFW,PBS,PBS,PBS,PBS,PBS,PBS,PBS,PBS,PBS,PBS,PBS,PBS,NFW,NFW,NFW,NFW,NFW,NFW,NFW,NFW,NFW,NFW,NFW,NFW,PBS,PBS,PBS,PBS,PBS,PBS,PBS,PBS,PBS,PBS,PBS,PBS,NFW,NFW,NFW,NFW,NFW,NFW,NFW,NFW,NFW,NFW,NFW,NFW
51,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample
